Soil ID,pH Level,Nitrogen (N),Phosphorus (P),Potassium (K),Moisture Level
11,7.449286300996467,9.12605528663747,6.84064038104057,9.561771534485723,26.398755815886616
12,6.563382366615453,13.501674985659676,6.103277781024492,8.503189453587485,18.106779614785673
13,6.802912383719378,10.058090337770407,5.036110178570646,7.633500991194506,18.654209539773838
14,6.960532348424751,11.772531468596274,6.886033654194618,9.6488114895226,23.361327523333028
15,6.8340614670240445,10.64101604767493,5.537789360239604,9.248310809261376,24.548787131981914
16,6.679047162154133,11.28879521451098,4.283582975658296,7.556793634411955,25.155355869760143
17,7.240897621924648,13.872813769896,5.194277193023017,6.315463167492434,20.158250086187206
18,6.587767198295792,11.637942977984054,6.843605488174313,8.425406211456446,27.207016827005614
19,6.773383743332538,11.94662912718688,7.053857434387855,9.504184359696112,18.972656605660795
20,6.629583483019219,9.132580755255676,7.47777841300767,11.263390417785356,25.728253029874892
21,7.092488051231104,10.236472744914833,7.528202005637047,8.998270030371632,16.719187593329693
22,6.911823507230017,10.422261793319905,3.695724890166616,8.356307505466594,25.038563774227217
23,7.09309609187207,11.22282480916842,6.282688853451907,8.913216404218698,27.523873641224988
24,6.744984212972807,13.572695720440347,5.724268924370094,11.260736635899718,23.473787225107667
25,6.840976945112731,11.217869320208003,7.178590005426547,6.785531591784551,17.22919748222405
26,6.275265777870171,11.381575066911836,5.988042031076727,8.796472023788754,25.210032345151077
27,6.87872411298812,13.342215175713303,5.559043816974641,7.4876247481302345,18.16845085410094
28,7.111341303697616,10.742149353606411,4.804994522991649,7.665357016072871,21.149610359511442
29,6.7893244984268755,10.685625463263449,5.820281647819482,8.80638987648409,26.90602759208533
30,6.69278369295638,15.01752757558159,7.195103767688302,7.529162100310373,26.034315039325442
31,7.298538934214186,12.320586096299428,4.146617991818828,7.707755682111624,22.957082691464205
32,7.182912240792009,12.073968731594283,5.246970692260127,9.305336373171386,25.79236353617922
33,6.771660874382207,10.56256892714354,8.548423749306059,8.658781732299596,32.05704074761803
34,7.302464082222178,10.734802597484688,7.78486667153943,9.734834454675891,21.759619154816086
35,7.13086254773328,11.463344514234644,7.465065150220742,7.5683043278459925,21.723454095490467
36,6.863299313449905,10.74403430678689,4.751235926958424,8.075834200172569,30.779817455810793
37,6.703476395078169,12.794707598388333,8.348306129433327,10.559204250282024,22.93187510029615
38,6.628077003530137,14.373753100763638,7.044137133683192,7.541878092486943,21.28844603887411
39,6.877179817550955,11.064674475132081,5.605137339008846,8.881678040063301,23.522569920608287
40,7.384351303343695,10.089037606057248,6.813460358413472,8.619395893556874,28.936235108283782
41,7.1998606781041925,11.477861842780785,5.618754333410349,9.053016241755756,23.07913287118427
42,6.82308031477157,13.31803344951634,4.381466841710008,9.565043300599553,26.60730312392234
43,7.456373102635586,8.706707362202138,5.249030985591874,7.935497641374563,20.823808166431455
44,6.879776036075604,12.533564576402734,7.2366683614762035,9.520833249577159,27.437266803094964
45,6.7519439265825545,13.905075646800729,7.632870313501928,9.570577519849344,19.66308636442392
46,6.545863121142883,14.441685468378799,6.888102612471719,8.999063866817968,19.188216958954065
47,6.973034234177617,13.125812816366247,6.488994073985702,9.361134360476758,32.008833730841076
48,6.583140701426723,11.029922812856457,5.898843808115332,8.373013892238166,26.60823258767537
49,6.7363074424534855,11.300376806831443,5.010926989576301,9.218866297263826,16.84959040547741
50,6.735107380015503,11.68264791186143,5.01055034647383,8.28443807152099,21.145527598128197
51,6.909741710000717,10.230328517444338,7.163130739613221,8.527563024505106,20.45917526348481
52,6.978623392251633,10.025234076840603,4.947685247372976,8.966982274771453,19.261282254935267
53,6.710365587218505,9.57366347588643,7.974613410788681,6.871598036728907,22.879316102322935
54,7.083926637941081,11.89646761018865,6.877515986290547,10.749195409422374,22.415791742466194
55,7.571771780394771,13.688812762597856,5.92617807184747,7.667437851925003,23.298974478821822
56,6.81485663821059,10.001057790742149,5.866079035841156,8.919567491592321,22.469685243681916
57,7.395807986406615,13.18533960611888,5.965360521305799,9.909402867884692,32.68453664114529
58,6.771500369762562,6.340561064387208,5.510180030732521,8.220191515311786,26.330524541894015
59,6.81122831657141,12.02317985830006,6.293532171741953,10.291898300592159,24.466313483357034
60,6.850141482523909,13.396891222714716,6.289433003503379,10.128252708387228,24.65002179816634
61,6.815969204821281,10.679226197448903,6.26599961662775,6.8913886507971345,20.093531958312752
62,7.046059127819964,11.041512955764098,4.335813550495909,11.782406837459241,29.808673412422003
63,6.677082419312439,11.131472393209053,5.106749612008153,7.291833458595232,23.006879609860114
64,7.3782979986702175,11.160258261142292,6.3801118505247745,8.097106372206909,24.606595810624857
65,6.707657733733119,12.458869501974187,5.9226687506619475,8.93695840034266,18.156690214656777
66,6.700367313778851,14.149166557132732,4.839331857312317,9.026283678387593,27.743054590315005
67,7.3906858578440655,12.226133513842141,4.374307366984228,9.98051398502697,23.62528198782864
68,6.8603755125949295,13.07973240799821,6.123324333464975,9.29077581947466,28.420467484625814
69,7.099796754387648,11.321007769912484,7.567060211671241,7.622993826454414,22.932950762356178
70,6.941140579690888,12.417500575672078,8.291532910234379,10.03678204497469,19.4334683741687
71,6.875449752832796,12.018538641405797,5.0912228473169705,9.197924807937065,26.36994748883793
72,6.5890424717356755,9.017636475321735,3.6130848432526688,9.332721038576526,29.532887727982796
73,7.077997427221096,8.26757740695669,4.532774663196673,10.242110885952034,22.573073462792472
74,7.022816050744246,10.869230379517576,4.995851033545957,8.5351565321485,25.511308010076043
75,7.687681372691529,12.709331015516028,7.465045529034288,9.01246800339704,21.491290517790098
76,7.043565738860346,13.056693381211652,6.238234743512264,10.52005603795408,22.160806028587288
77,7.148813986813858,10.468365546456909,5.7758045355353405,8.712649336394978,21.885838487205948
78,7.243571810131226,12.893710554411658,4.048884195084457,8.785056174368812,24.746093528355914
79,7.310039574537524,13.254512849521255,5.542915333600613,11.02875157418285,25.31661200232131
80,6.835035626149917,11.485768155366854,5.157134785540395,8.935557881965977,22.587285805102404
81,6.501083502953508,9.020666356703632,4.980623224615335,8.77270650940107,24.054619911264524
82,7.0606814834911065,11.426833135735016,7.002007639209327,7.171611440058053,22.64436467765324
83,7.117133754684551,10.661881505366974,6.709983418426804,9.433320267521692,12.899888107595054
84,6.773698080107021,9.38848480349405,5.323878513299021,9.68864817224466,27.085100513779036
85,6.5449182409991735,11.1450340538914,5.964273176900639,7.428452500495688,15.05221355615339
86,6.422957223526281,10.115560397415033,5.82635417265844,9.147629238246639,22.93761173835366
87,7.130622732126892,11.572625485606212,5.2384034390389775,9.285993410558298,18.80907164370162
88,7.222617301677935,10.43523695795777,7.56958974550356,9.23517233298788,23.427907129847494
89,6.992697362246623,10.688575913182605,6.651095854405886,8.334923130648047,24.82148577823697
90,7.514314597766198,9.199093709809436,7.363879040686828,10.22893691166596,31.57403999167671
91,6.872408398301283,7.298795967466131,5.257265323820265,7.363453972849825,25.864025922427317
92,6.923423281917112,10.814464933812118,5.754114930149,9.846239195488034,18.666896527697496
93,6.850768467165515,11.640466693484097,3.9238998441066553,7.160342475566651,21.57984429093658
94,6.495906818383513,12.46788081890818,5.0915609275243225,9.278185418782396,23.159617042412766
95,6.914563016168368,10.444897601698376,8.45443504467379,8.463985698362187,27.393895478924737
96,6.876914451922568,11.866578510248186,4.63948758780805,8.775250070942592,23.75253780150047
97,6.491588966254419,11.125783407847328,6.803875169977902,11.553648925932015,20.228120637252562
98,6.942373383855417,11.297235463396884,6.635014097553711,8.877763457051765,30.482467564010005
99,7.2970022814486555,11.95434899758415,5.8223855545666945,8.986457454824539,24.396337082856576
100,6.7170869307494225,10.935160554573516,3.5915423300141516,10.260141669009714,23.90360107119525
101,6.965863738174059,8.143925126468538,4.7767084809735065,10.45350376176788,23.84109250349109
